 Year,Rainfall,Humidity,Min Temperature,Max Temperature,Moisture level,Location,Min Ph,Max Ph,NP,Moderate temperature,Moderate,Moderate rainfall,Crop,Investment,Total Obtained,Profit,Yield In Quintal,Cost per quintal,Area,Per Acre,CProfit,Production,Seed cost per KG,Seeds Per hectare,Seeds Cost,Fetilizers per kg,Fetilizers per hectare,Fertilizers cost,Harvest per Acre,Others,rain
2002,1032,0.5,21,35,55,Shivmogga,7,6,100:283,22.4,0.5,80-90 cms,Groundnut,,,,,,Agasavalli,33452,29598,836,17.61,1461,25728.21,57,52,2964,41806,11564,1032
2002,914,0.5,21,35,55,Shivmogga,5,6,100:284,22.4,0.5,80-90 cms,Groundnut,,,,,,Alada Halli,33751,30821,1064,16.42,1217,19983.14,57,48,2736,37348,12548,914
2002,1111,0.5,21,35,55,Shivmogga,7,6,100:285,22.4,0.5,80-90 cms,Groundnut,,,,,,Aladevara Hosuru,31063,27528,1044,18.24,1389,25335.36,73,50,3650,38169,13089,1111
2002,987,0.5,21,35,55,Shivmogga,6,7,100:286,22.4,0.5,80-90 cms,Groundnut,,,,,,Alkuni,30582,28080,965,18.48,1390,25687.2,71,47,3337,43715,12249,987
2002,1012,0.5,21,35,55,Shivmogga,6,6,100:287,22.4,0.5,80-90 cms,Groundnut,,,,,,Ambli Katte,29265,30021,765,16.68,1387,23135.16,68,47,3196,39245,12489,1012
2002,1056,0.5,21,35,55,Chitradurga,5,8,100:288,22.4,0.5,80-90 cms,Groundnut,3138,3851895,252124,7365,1569,Adavigollarahalli,30986,29199,899,15.68,1259,19741.12,74,50,3700,41785,12402,1056
2002,950,0.5,21,35,55,Chitradurga,6,8,100:289,22.4,0.5,80-90 cms,Groundnut,,,,,,Ajjappanahalli,30604,27970,1056,18.19,1587,28867.53,62,51,3162,43426,10493,950
2002,998,0.5,21,35,55,Chitradurga,6,8,100:290,22.4,0.5,80-90 cms,Groundnut,,,,,,Alagavadi,29424,29010,874,18.16,1349,24497.84,64,49,3136,46434,12363,998
2002,1060,0.5,21,35,55,Chitradurga,7,6,100:291,22.4,0.5,80-90 cms,Groundnut,,,,,,Alaghatta,29365,31263,854,17.61,1350,23773.5,63,54,3402,47669,12942,1060
2002,1075,0.5,21,35,55,Chitradurga,5,6,100:292,22.4,0.5,80-90 cms,Groundnut,,,,,,Annehal,31510,30202,853,16.42,1220,20032.4,59,47,2773,42391,11722,1075
2002,1037,0.5,21,35,55,Chitradurga,6,8,100:293,22.4,0.5,80-90 cms,Groundnut,,,,,,Arasuru,33424,30698,1067,18.24,1257,22927.68,73,46,3358,40469,10628,1037
2002,1124,0.5,21,35,55,Chitradurga,5,7,100:294,22.4,0.5,80-90 cms,Groundnut,,,,,,Attikatte,33221,29515,926,18.48,1512,27941.76,69,53,3657,37052,12512,1124
2002,926,0.5,21,35,55,Chitradurga,6,6,100:295,22.4,0.5,80-90 cms,Groundnut,,,,,,Avalenahalli,33590,29249,836,16.68,1222,20382.96,73,52,3796,36158,13683,926
2002,967,0.5,21,35,55,Davangere,7,7,100:296,22.4,0.5,80-90 cms,Groundnut,3284,3891540,253755,7110,1642,Bullapura,30164,27885,897,15.68,1594,24993.92,71,51,3621,33071,13135,967
2002,1174,0.5,21,35,55,Davangere,5,6,100:297,22.4,0.5,80-90 cms,Groundnut,,,,,,Chattobanahalli,29166,31213,801,18.19,1398,25429.62,65,55,3575,35147,13566,1174
2002,1083,0.5,21,35,55,Davangere,6,6,100:298,22.4,0.5,80-90 cms,Groundnut,,,,,,Doddarangavvanahalli,33870,31139,1009,18.16,1261,22899.76,71,46,3266,42622,12246,1083
2002,1063,0.5,21,35,55,Davangere,6,8,100:299,22.4,0.5,80-90 cms,Groundnut,,,,,,Gollarahatti,32840,30482,837,17.61,1598,28140.78,63,50,3150,47861,13750,1063
2002,1044,0.5,21,35,55,Davangere,6,8,100:300,22.4,0.5,80-90 cms,Groundnut,,,,,,Gonivada,33936,30011,809,16.42,1537,25237.54,57,45,2565,34174,12516,1044
2002,1015,0.5,21,35,55,Davangere,6,8,100:301,22.4,0.5,80-90 cms,Groundnut,,,,,,Hadadi,31103,28445,911,18.24,1332,24295.68,74,55,4070,42772,11828,1015
2002,1029,0.5,21,35,55,Davangere,7,7,100:302,22.4,0.5,80-90 cms,Groundnut,,,,,,Hemmanabethur,33788,28877,958,18.48,1524,28163.52,74,54,3996,46535,10552,1029
2002,965,0.5,21,35,55,Davangere,7,6,100:303,22.4,0.5,80-90 cms,Groundnut,,,,,,Honnamaradi,28888,29705,888,16.68,1264,21083.52,56,50,2800,45513,12040,965
2002,1181,0.5,21,35,55,Mysore,6,8,100:304,22.4,0.5,80-90 cms,Groundnut,2884,3622304,252539,7536,1442,Hemmanahalli,32187,30301,872,15.68,1457,22845.76,70,52,3640,41086,13011,1181
2002,1095,0.5,21,35,55,Mysore,5,6,100:305,22.4,0.5,80-90 cms,Groundnut,,,,,,Kadanahalli,30008,28920,1009,18.19,1355,24647.45,55,45,2475,37729,12177,1095
2002,1079,0.5,21,35,55,Mysore,5,7,100:306,22.4,0.5,80-90 cms,Groundnut,,,,,,Kalalavadi,28699,30253,1065,18.16,1486,26985.76,58,45,2610,41804,12158,1079
2002,1194,0.5,21,35,55,Mysore,7,7,100:307,22.4,0.5,80-90 cms,Groundnut,,,,,,Kalasthavadi,33926,29195,980,17.61,1200,21132,62,54,3348,35395,10435,1194
2002,1097,0.5,21,35,55,Mysore,5,8,100:308,22.4,0.5,80-90 cms,Groundnut,,,,,,Kallurunaganahalli,32075,29899,928,16.42,1469,24120.98,59,49,2891,45570,12542,1097
2002,901,0.5,21,35,55,Mysore,7,8,100:309,22.4,0.5,80-90 cms,Groundnut,,,,,,Kamaravalli,30024,28718,1037,18.24,1238,22581.12,67,49,3283,35060,10605,901
2002,1022,0.5,21,35,55,Mysore,7,7,100:310,22.4,0.5,80-90 cms,Groundnut,,,,,,Karakanahalli,32570,27515,821,18.48,1296,23950.08,62,52,3224,37822,12616,1022
2002,939,0.5,21,35,55,Mysore,5,6,100:311,22.4,0.5,80-90 cms,Groundnut,,,,,,Keelanapura,33050,30765,824,16.68,1450,24186,59,49,2891,46515,10490,939
2002,987,0.5,21,35,55,Belgaum,5,8,100:312,22.4,0.5,80-90 cms,Groundnut,2910,3702975,254037,7635,1455,Athani,31934,30265,856,15.68,1320,20697.6,66,53,3498,42929,11261,987
2002,1081,0.5,21,35,55,Belgaum,6,7,100:313,22.4,0.5,80-90 cms,Groundnut,,,,,, Bailhongal,33156,27872,1067,18.19,1534,27903.46,63,54,3402,47353,13555,1081
2002,1052,0.5,21,35,55,Belgaum,7,7,100:314,22.4,0.5,80-90 cms,Groundnut,,,,,, Belgaum,30065,27709,793,18.16,1306,23716.96,61,52,3172,40186,13180,1052
2002,1094,0.5,21,35,55,Belgaum,5,7,100:315,22.4,0.5,80-90 cms,Groundnut,,,,,, Chikkodi,32905,28638,1070,17.61,1455,25622.55,74,49,3626,45177,12611,1094
2002,924,0.5,21,35,55,Belgaum,6,8,100:316,22.4,0.5,80-90 cms,Groundnut,,,,,, Gokak,33133,30723,1015,16.42,1399,22971.58,75,53,3975,35332,10337,924
2002,1123,0.5,21,35,55,Belgaum,7,6,100:317,22.4,0.5,80-90 cms,Groundnut,,,,,, Hukkeri,30574,30605,998,18.24,1389,25335.36,67,54,3618,40514,13261,1123
2002,1106,0.5,21,35,55,Belgaum,7,7,100:318,22.4,0.5,80-90 cms,Groundnut,,,,,, Khanapur,32433,30110,1068,18.48,1514,27978.72,73,49,3577,43174,13248,1106
2002,1130,0.5,21,35,55,Belgaum,7,6,100:319,22.4,0.5,80-90 cms,Groundnut,,,,,, Ramdurg,29837,29127,768,16.68,1311,21867.48,56,45,2520,42247,12229,1130
2002,1007,0.5,21,35,55,Chamrajnagar,7,6,100:320,22.4,0.5,80-90 cms,Groundnut,2684,3328607.333,252424,7441,1342,Amachavadi,32373,29320,904,15.68,1516,23770.88,62,47,2914,44419,12417,1007
2002,987,0.5,21,35,55,Chamrajnagar,6,8,100:321,22.4,0.5,80-90 cms,Groundnut,,,,,,Ammanapura,31152,28578,1020,18.19,1443,26248.17,58,45,2610,40286,12170,987
2002,1023,0.5,21,35,55,Chamrajnagar,5,6,100:322,22.4,0.5,80-90 cms,Groundnut,,,,,,Ankanasettypura,33266,28718,839,18.16,1283,23299.28,66,50,3300,46698,10469,1023
2002,923,0.5,21,35,55,Chamrajnagar,6,6,100:323,22.4,0.5,80-90 cms,Groundnut,,,,,,Bevinathalapura,30751,29548,1092,17.61,1255,22100.55,69,45,3105,33246,11300,923
2002,983,0.5,21,35,55,Chamrajnagar,7,6,100:324,22.4,0.5,80-90 cms,Groundnut,,,,,,Bhogapura,29402,30614,927,16.42,1555,25533.1,63,49,3087,38828,10731,983
2002,982,0.5,21,35,55,Chamrajnagar,5,8,100:325,22.4,0.5,80-90 cms,Groundnut,,,,,,Bokkepura,33123,29840,842,18.24,1277,23292.48,64,45,2880,47636,11009,982
2002,974,0.5,21,35,55,Chamrajnagar,6,8,100:326,22.4,0.5,80-90 cms,Groundnut,,,,,,Kadahalli,28983,30363,833,18.48,1356,25058.88,62,53,3286,47402,12994,974
2002,934,0.5,21,35,55,Chamrajnagar,5,7,100:327,22.4,0.5,80-90 cms,Groundnut,,,,,,Kagalavadi,33374,31103,984,16.68,1275,21267,67,45,3015,47816,11750,934
2002,944,0.5,21,35,55,Udupi,6,8,100:328,22.4,0.5,80-90 cms,Groundnut,2850,3451350,249140,7266,1425,Shiroor,31389,30066,855,15.68,1248,19568.64,67,46,3082,35912,10382,944
2002,1001,0.5,21,35,55,Udupi,5,8,100:329,22.4,0.5,80-90 cms,Groundnut,,,,,,Kudi,29471,28119,797,18.19,1494,27175.86,55,45,2475,33366,11413,1001
2002,966,0.5,21,35,55,Udupi,5,8,100:330,22.4,0.5,80-90 cms,Groundnut,,,,,,Kalthur,30561,28351,811,18.16,1316,23898.56,75,47,3525,43255,12744,966
2002,960,0.5,21,35,55,Udupi,6,8,100:331,22.4,0.5,80-90 cms,Groundnut,,,,,,Shiroor,33525,28793,964,17.61,1584,27894.24,71,54,3834,41096,13057,960
2002,1151,0.5,21,35,55,Udupi,5,8,100:332,22.4,0.5,80-90 cms,Groundnut,,,,,,Heroor,31628,29535,922,16.42,1465,24055.3,59,51,3009,34100,10371,1151
2002,952,0.5,21,35,55,Udupi,6,8,100:333,22.4,0.5,80-90 cms,Groundnut,,,,,,Kanajar,28654,28377,1099,18.24,1342,24478.08,65,52,3380,34613,11980,952
2002,1070,0.5,21,35,55,Udupi,6,6,100:334,22.4,0.5,80-90 cms,Groundnut,,,,,,Heroor,30727,30940,847,18.48,1391,25705.68,57,46,2622,42688,12394,1070
2002,1107,0.5,21,35,55,Udupi,5,7,100:335,22.4,0.5,80-90 cms,Groundnut,,,,,,Kalthur,33185,30863,971,16.68,1289,21500.52,62,48,2976,40501,11832,1107
2003,1177,0.5,21,35,55,Kolar,7,7,100:336,22.4,0.5,80-90 cms,Groundnut,3132,3920742,249811,7511,1566,Abbani,33297,27699,859,15.68,1330,20854.4,64,52,3328,41736,11754,1177
2003,965,0.5,21,35,55,Kolar,7,8,100:337,22.4,0.5,80-90 cms,Groundnut,,,,,,Achatnahalli,30065,29810,963,18.19,1521,27666.99,73,45,3285,43531,10870,965
2003,1100,0.5,21,35,55,Kolar,5,6,100:338,22.4,0.5,80-90 cms,Groundnut,,,,,,Adikethota,32275,27712,909,18.16,1378,25024.48,66,52,3432,41436,11576,1100
2003,923,0.5,21,35,55,Kolar,7,8,100:339,22.4,0.5,80-90 cms,Groundnut,,,,,,Agnihalli,30141,28055,943,17.61,1564,27542.04,70,55,3850,43833,11353,923
2003,949,0.5,21,35,55,Kolar,6,8,100:340,22.4,0.5,80-90 cms,Groundnut,,,,,,Agrahara Somarasanahalli,30130,27679,867,16.42,1261,20705.62,69,51,3519,38713,12477,949
2003,1165,0.5,21,35,55,Kolar,5,8,100:341,22.4,0.5,80-90 cms,Groundnut,,,,,,Ajjapalli,33111,27507,996,18.24,1213,22125.12,57,55,3135,42370,13348,1165
2003,1198,0.5,21,35,55,Kolar,5,7,100:342,22.4,0.5,80-90 cms,Groundnut,,,,,,Alahalli,31057,28691,1074,18.48,1214,22434.72,73,50,3650,42972,11124,1198
2003,1024,0.5,21,35,55,Kolar,7,7,100:343,22.4,0.5,80-90 cms,Groundnut,,,,,,Allidinne,29735,30704,900,16.68,1449,24169.32,71,54,3834,35630,10436,1024
2003,926,0.5,21,35,55,Tumkur,7,7,100:344,22.4,0.5,80-90 cms,Groundnut,2884,3539148.667,247585,7363,1442,Chiknayakanhalli,30018,28827,840,15.68,1281,20086.08,74,50,3700,41489,11910,926
2003,996,0.5,21,35,55,Tumkur,5,8,100:345,22.4,0.5,80-90 cms,Groundnut,,,,,,Gubbi,30298,28166,1096,18.19,1261,22937.59,58,47,2726,40723,10264,996
2003,1090,0.5,21,35,55,Tumkur,6,6,100:346,22.4,0.5,80-90 cms,Groundnut,,,,,,Koratagere,33599,29960,1017,18.16,1243,22572.88,67,50,3350,37890,11818,1090
2003,1009,0.5,21,35,55,Tumkur,7,7,100:347,22.4,0.5,80-90 cms,Groundnut,,,,,,Kunigal,28543,30547,934,17.61,1333,23474.13,73,48,3504,46704,10870,1009
2003,1029,0.5,21,35,55,Tumkur,5,6,100:348,22.4,0.5,80-90 cms,Groundnut,,,,,,Madhugiri,32968,28755,886,16.42,1217,19983.14,60,48,2880,44568,11088,1029
2003,1106,0.5,21,35,55,Tumkur,7,7,100:349,22.4,0.5,80-90 cms,Groundnut,,,,,,Pavagada,31313,29896,983,18.24,1372,25025.28,55,53,2915,38901,11298,1106
2003,1142,0.5,21,35,55,Tumkur,7,7,100:350,22.4,0.5,80-90 cms,Groundnut,,,,,,Sira,30072,29183,791,18.48,1479,27331.92,55,46,2530,37442,11798,1142
2003,943,0.5,21,35,55,Tumkur,7,7,100:351,22.4,0.5,80-90 cms,Groundnut,,,,,,Tiptur,30774,27858,816,16.68,1248,20816.64,60,53,3180,44337,10321,943
2003,971,0.5,21,35,55,Shivmogga,5,7,100:352,22.4,0.5,80-90 cms,Groundnut,2628,3343692,258367,7634,1314,Abbalagere,29878,28785,888,15.68,1204,18878.72,72,45,3240,41833,10257,971
2003,1039,0.5,21,35,55,Shivmogga,6,6,100:353,22.4,0.5,80-90 cms,Groundnut,,,,,,Adagadi,32728,30095,911,18.19,1561,28394.59,64,46,2944,39861,12751,1039
2003,1163,0.5,21,35,55,Shivmogga,6,7,100:354,22.4,0.5,80-90 cms,Groundnut,,,,,,Adina Kottige,33154,29587,847,18.16,1437,26095.92,69,48,3312,41879,11896,1163
2003,1142,0.5,21,35,55,Shivmogga,6,8,100:355,22.4,0.5,80-90 cms,Groundnut,,,,,,Agasavalli,33677,28216,1036,17.61,1406,24759.66,58,49,2842,40436,11225,1142
2003,1151,0.5,21,35,55,Shivmogga,6,7,100:356,22.4,0.5,80-90 cms,Groundnut,,,,,,Alada Halli,32174,31419,1029,16.42,1574,25845.08,65,45,2925,45431,13689,1151
2003,929,0.5,21,35,55,Shivmogga,5,8,100:357,22.4,0.5,80-90 cms,Groundnut,,,,,,Aladevara Hosuru,32406,30402,1062,18.24,1205,21979.2,70,48,3360,35542,11791,929
2003,1119,0.5,21,35,55,Shivmogga,6,7,100:358,22.4,0.5,80-90 cms,Groundnut,,,,,,Alkuni,33807,28732,1032,18.48,1338,24726.24,69,47,3243,38071,12036,1119
2003,1032,0.5,21,35,55,Shivmogga,5,8,100:359,22.4,0.5,80-90 cms,Groundnut,,,,,,Ambli Katte,30543,30438,829,16.68,1394,23251.92,63,53,3339,37091,12605,1032
2003,1092,0.5,21,35,55,Chitradurga,7,6,100:360,22.4,0.5,80-90 cms,Groundnut,3166,4030318,255006,7638,1583,Adavigollarahalli,31229,27921,1057,15.68,1492,23394.56,66,47,3102,41869,11541,1092
2003,1190,0.5,21,35,55,Chitradurga,6,6,100:361,22.4,0.5,80-90 cms,Groundnut,,,,,,Ajjappanahalli,28892,28857,853,18.19,1350,24556.5,64,47,3008,37361,10230,1190
2003,955,0.5,21,35,55,Chitradurga,7,7,100:362,22.4,0.5,80-90 cms,Groundnut,,,,,,Alagavadi,32226,29145,915,18.16,1210,21973.6,75,55,4125,38377,12329,955
2003,954,0.5,21,35,55,Chitradurga,5,7,100:363,22.4,0.5,80-90 cms,Groundnut,,,,,,Alaghatta,31969,30866,995,17.61,1347,23720.67,74,53,3922,44102,13618,954
2003,1154,0.5,21,35,55,Chitradurga,5,6,100:364,22.4,0.5,80-90 cms,Groundnut,,,,,,Annehal,31432,30849,893,16.42,1254,20590.68,61,49,2989,41760,13562,1154
2003,1080,0.5,21,35,55,Chitradurga,7,8,100:365,22.4,0.5,80-90 cms,Groundnut,,,,,,Arasuru,32520,28197,1038,18.24,1467,26758.08,57,47,2679,35095,12648,1080
2003,1014,0.5,21,35,55,Chitradurga,5,7,100:366,22.4,0.5,80-90 cms,Groundnut,,,,,,Attikatte,32920,30769,819,18.48,1229,22711.92,64,55,3520,34192,12804,1014
2003,1129,0.5,21,35,55,Chitradurga,7,8,100:367,22.4,0.5,80-90 cms,Groundnut,,,,,,Avalenahalli,33818,28712,1068,16.68,1279,21333.72,57,47,2679,46790,11082,1129
2003,1127,0.5,21,35,55,Davangere,6,7,100:368,22.4,0.5,80-90 cms,Groundnut,2886,3362671,252157,6991,1443,Bullapura,31370,31338,772,15.68,1465,22971.2,73,51,3723,33182,12826,1127
2003,1133,0.5,21,35,55,Davangere,5,6,100:369,22.4,0.5,80-90 cms,Groundnut,,,,,,Chattobanahalli,31043,27983,796,18.19,1543,28067.17,70,55,3850,33030,13253,1133
2003,1163,0.5,21,35,55,Davangere,5,6,100:370,22.4,0.5,80-90 cms,Groundnut,,,,,,Doddarangavvanahalli,29421,29049,844,18.16,1437,26095.92,61,46,2806,33868,11800,1163
2003,964,0.5,21,35,55,Davangere,5,7,100:371,22.4,0.5,80-90 cms,Groundnut,,,,,,Gollarahatti,32131,28121,896,17.61,1582,27859.02,59,52,3068,47119,11169,964
2003,1159,0.5,21,35,55,Davangere,6,8,100:372,22.4,0.5,80-90 cms,Groundnut,,,,,,Gonivada,32645,30327,807,16.42,1450,23809,71,47,3337,36499,11356,1159
2003,1023,0.5,21,35,55,Davangere,5,8,100:373,22.4,0.5,80-90 cms,Groundnut,,,,,,Hadadi,33885,31165,994,18.24,1233,22489.92,61,53,3233,36171,13005,1023
2003,1148,0.5,21,35,55,Davangere,7,6,100:374,22.4,0.5,80-90 cms,Groundnut,,,,,,Hemmanabethur,31533,29262,829,18.48,1494,27609.12,72,51,3672,47022,12477,1148
2003,1168,0.5,21,35,55,Davangere,7,7,100:375,22.4,0.5,80-90 cms,Groundnut,,,,,,Honnamaradi,30129,28063,1053,16.68,1387,23135.16,73,54,3942,43410,10979,1168
2003,1089,0.5,21,35,55,Mysore,5,8,100:376,22.4,0.5,80-90 cms,Groundnut,2528,2996944,247771,7113,1264,Hemmanahalli,30681,30212,917,15.68,1386,21732.48,63,47,2961,38012,13765,1089
2003,994,0.5,21,35,55,Mysore,6,8,100:377,22.4,0.5,80-90 cms,Groundnut,,,,,,Kadanahalli,31514,30557,831,18.19,1290,23465.1,73,51,3723,43339,12700,994
2003,922,0.5,21,35,55,Mysore,7,6,100:378,22.4,0.5,80-90 cms,Groundnut,,,,,,Kalalavadi,32679,30478,791,18.16,1241,22536.56,66,46,3036,41752,12935,922
2003,1013,0.5,21,35,55,Mysore,5,6,100:379,22.4,0.5,80-90 cms,Groundnut,,,,,,Kalasthavadi,30154,31030,879,17.61,1230,21660.3,72,45,3240,45082,12501,1013
2003,1138,0.5,21,35,55,Mysore,5,7,100:380,22.4,0.5,80-90 cms,Groundnut,,,,,,Kallurunaganahalli,28836,29496,884,16.42,1440,23644.8,57,53,3021,35691,12273,1138
2003,1116,0.5,21,35,55,Mysore,5,8,100:381,22.4,0.5,80-90 cms,Groundnut,,,,,,Kamaravalli,32990,30730,897,18.24,1464,26703.36,63,52,3276,37521,12924,1116
2003,1013,0.5,21,35,55,Mysore,5,8,100:382,22.4,0.5,80-90 cms,Groundnut,,,,,,Karakanahalli,32077,27714,968,18.48,1573,29069.04,65,45,2925,39204,12480,1013
2003,1139,0.5,21,35,55,Mysore,5,7,100:383,22.4,0.5,80-90 cms,Groundnut,,,,,,Keelanapura,28840,28675,946,16.68,1465,24436.2,74,47,3478,33457,12170,1139
2003,901,0.5,21,35,55,Belgaum,7,7,100:384,22.4,0.5,80-90 cms,Groundnut,2524,3147848.667,250436,7483,1262,Athani,29632,29205,971,15.68,1426,22359.68,68,45,3060,37312,13223,901
2003,1120,0.5,21,35,55,Belgaum,5,6,100:385,22.4,0.5,80-90 cms,Groundnut,,,,,, Bailhongal,33180,30500,1083,18.19,1238,22519.22,75,53,3975,34910,13156,1120
2003,1023,0.5,21,35,55,Belgaum,7,6,100:386,22.4,0.5,80-90 cms,Groundnut,,,,,, Belgaum,30693,28096,797,18.16,1438,26114.08,58,54,3132,34991,11605,1023
2003,1176,0.5,21,35,55,Belgaum,5,8,100:387,22.4,0.5,80-90 cms,Groundnut,,,,,, Chikkodi,32183,28651,874,17.61,1542,27154.62,57,47,2679,37757,10530,1176
2003,1010,0.5,21,35,55,Belgaum,5,8,100:388,22.4,0.5,80-90 cms,Groundnut,,,,,, Gokak,31759,27844,1065,16.42,1445,23726.9,68,50,3400,40299,13689,1010
2003,1071,0.5,21,35,55,Belgaum,5,8,100:389,22.4,0.5,80-90 cms,Groundnut,,,,,, Hukkeri,29949,28368,844,18.24,1230,22435.2,68,51,3468,34147,12093,1071
2003,1128,0.5,21,35,55,Belgaum,6,6,100:390,22.4,0.5,80-90 cms,Groundnut,,,,,, Khanapur,29217,27733,1083,18.48,1480,27350.4,74,45,3330,47638,12159,1128
2003,1089,0.5,21,35,55,Belgaum,6,8,100:391,22.4,0.5,80-90 cms,Groundnut,,,,,, Ramdurg,33823,30797,766,16.68,1364,22751.52,71,53,3763,33147,10310,1089
2003,1081,0.5,21,35,55,Chamrajnagar,6,6,100:392,22.4,0.5,80-90 cms,Groundnut,2992,3857186.667,251508,7735,1496,Amachavadi,30950,29080,1011,15.68,1209,18957.12,61,55,3355,40400,12433,1081
2003,1156,0.5,21,35,55,Chamrajnagar,7,7,100:393,22.4,0.5,80-90 cms,Groundnut,,,,,,Ammanapura,30729,29923,873,18.19,1594,28994.86,73,47,3431,44082,12977,1156
2003,1109,0.5,21,35,55,Chamrajnagar,5,6,100:394,22.4,0.5,80-90 cms,Groundnut,,,,,,Ankanasettypura,30504,28102,1034,18.16,1269,23045.04,73,45,3285,39427,13804,1109
2003,946,0.5,21,35,55,Chamrajnagar,5,8,100:395,22.4,0.5,80-90 cms,Groundnut,,,,,,Bevinathalapura,31346,28611,879,17.61,1514,26661.54,74,51,3774,45082,13797,946
2003,1034,0.5,21,35,55,Chamrajnagar,7,6,100:396,22.4,0.5,80-90 cms,Groundnut,,,,,,Bhogapura,31878,29631,1072,16.42,1340,22002.8,64,49,3136,33169,13661,1034
2003,1111,0.5,21,35,55,Chamrajnagar,6,8,100:397,22.4,0.5,80-90 cms,Groundnut,,,,,,Bokkepura,30383,27935,934,18.24,1518,27688.32,71,50,3550,39065,11478,1111
2003,1180,0.5,21,35,55,Chamrajnagar,7,7,100:398,22.4,0.5,80-90 cms,Groundnut,,,,,,Kadahalli,32834,29865,874,18.48,1269,23451.12,62,48,2976,41100,12534,1180
2003,957,0.5,21,35,55,Chamrajnagar,5,7,100:399,22.4,0.5,80-90 cms,Groundnut,,,,,,Kagalavadi,32884,28084,1058,16.68,1418,23652.24,64,55,3520,34087,12723,957
2003,1167,0.5,21,35,55,Udupi,5,7,100:400,22.4,0.5,80-90 cms,Groundnut,2884,3656431.333,256251,7607,1442,Shiroor,32301,30207,932,15.68,1479,23190.72,64,50,3200,42556,10336,1167
2003,987,0.5,21,35,55,Udupi,5,8,100:401,22.4,0.5,80-90 cms,Groundnut,,,,,,Kudi,32789,28336,890,18.19,1390,25284.1,70,54,3780,33070,11248,987
2003,908,0.5,21,35,55,Udupi,7,6,100:402,22.4,0.5,80-90 cms,Groundnut,,,,,,Kalthur,33684,27823,1062,18.16,1567,28456.72,65,47,3055,40147,11605,908
2003,903,0.5,21,35,55,Udupi,5,6,100:403,22.4,0.5,80-90 cms,Groundnut,,,,,,Shiroor,30711,28104,833,17.61,1501,26432.61,61,54,3294,41890,13223,903
2003,1082,0.5,21,35,55,Udupi,6,6,100:404,22.4,0.5,80-90 cms,Groundnut,,,,,,Heroor,32815,29892,1017,16.42,1285,21099.7,62,49,3038,35691,10460,1082
2003,900,0.5,21,35,55,Udupi,6,6,100:405,22.4,0.5,80-90 cms,Groundnut,,,,,,Kanajar,30719,31288,863,18.24,1568,28600.32,55,48,2640,44657,11830,900
2003,1116,0.5,21,35,55,Udupi,7,6,100:406,22.4,0.5,80-90 cms,Groundnut,,,,,,Heroor,32014,28518,992,18.48,1377,25446.96,55,49,2695,42895,13242,1116
2003,993,0.5,21,35,55,Udupi,7,7,100:407,22.4,0.5,80-90 cms,Groundnut,,,,,,Kalthur,31218,28414,1018,16.68,1544,25753.92,55,46,2530,41598,12092,993
2004,1150,0.5,21,35,55,Kolar,6,6,100:408,22.4,0.5,80-90 cms,Groundnut,2774,3355615.333,237116,7258,1387,Abbani,28945,31335,989,15.68,1232,19317.76,74,48,3552,42113,13670,1150
2004,923,0.5,21,35,55,Kolar,6,8,100:409,22.4,0.5,80-90 cms,Groundnut,,,,,,Achatnahalli,28595,27666,759,18.19,1543,28067.17,74,46,3404,34968,10911,923
2004,952,0.5,21,35,55,Kolar,7,8,100:410,22.4,0.5,80-90 cms,Groundnut,,,,,,Adikethota,29938,28825,1062,18.16,1246,22627.36,71,52,3692,35478,12538,952
2004,999,0.5,21,35,55,Kolar,6,6,100:411,22.4,0.5,80-90 cms,Groundnut,,,,,,Agnihalli,28740,28035,868,17.61,1365,24037.65,73,53,3869,33107,12434,999
2004,1054,0.5,21,35,55,Kolar,6,7,100:412,22.4,0.5,80-90 cms,Groundnut,,,,,,Agrahara Somarasanahalli,29926,29871,755,16.42,1559,25598.78,62,49,3038,37263,10721,1054
2004,1050,0.5,21,35,55,Kolar,5,7,100:413,22.4,0.5,80-90 cms,Groundnut,,,,,,Ajjapalli,28520,29752,1008,18.24,1391,25371.84,73,46,3358,37614,13110,1050
2004,1012,0.5,21,35,55,Kolar,5,6,100:414,22.4,0.5,80-90 cms,Groundnut,,,,,,Alahalli,29291,30465,943,18.48,1258,23247.84,64,46,2944,46698,11890,1012
2004,1186,0.5,21,35,55,Kolar,6,6,100:415,22.4,0.5,80-90 cms,Groundnut,,,,,,Allidinne,33161,28916,874,16.68,1366,22784.88,61,50,3050,36086,13212,1186
2004,900,0.5,21,35,55,Tumkur,6,6,100:416,22.4,0.5,80-90 cms,Groundnut,2832,3495632,258031,7406,1416,Chiknayakanhalli,32425,28041,1027,15.68,1209,18957.12,55,47,2585,34754,11903,900
2004,1069,0.5,21,35,55,Tumkur,7,8,100:417,22.4,0.5,80-90 cms,Groundnut,,,,,,Gubbi,33795,28283,969,18.19,1541,28030.79,58,52,3016,33999,13325,1069
2004,1182,0.5,21,35,55,Tumkur,7,7,100:418,22.4,0.5,80-90 cms,Groundnut,,,,,,Koratagere,30726,27986,785,18.16,1214,22046.24,63,47,2961,36827,11891,1182
2004,902,0.5,21,35,55,Tumkur,6,7,100:419,22.4,0.5,80-90 cms,Groundnut,,,,,,Kunigal,33612,29207,1080,17.61,1590,27999.9,66,55,3630,37484,12908,902
